feature_id;pim_attribute_code;ignore_flag;feature_type;feature_name;feature_description;feature_unit
27058;icecat_27058;0;y_n;"Wheels supported";;
12073;icecat_12073;0;;"Optimal TEMP technology";;
23214;icecat_23214;0;y_n;"Ready to use";;
1731;icecat_1731;0;y_n;"MGRS position format";"Military Grid Reference System position format";
23629;icecat_23629;0;numerical;"Seat ring outer depth";;mm
18076;icecat_18076;0;dropdown;"EPA class";;
26654;icecat_26654;0;range;"Main monitor station operating temperature (T-T)";;°C
14982;icecat_14982;0;;"Beep on/off";;
15524;icecat_15524;0;;"Manual adjustment shutter speed";;
18453;icecat_18453;0;;"Application window (3cm2)";;
1242;icecat_1242;0;numerical;"Power supply";"The way in which the product is powered e.g. rechargeable battery, mains electricity connected via a plug and cable.";W
3799;icecat_3799;0;y_n;"Hold function";;
16739;icecat_16739;0;;"Free voltage";;
26076;icecat_26076;0;y_n;"White washing program";;
7412;icecat_7412;0;numerical;"IP flows (TCP)";;
24312;icecat_24312;0;;"AF illuminator";;
28502;icecat_28502;0;dropdown;"Surround net material";;
27014;icecat_27014;0;;"Side brush";;
12341;icecat_12341;0;;"Electric bottle warmer";;pc(s)
13012;icecat_13012;0;;"Sachet content (amount)";;g
9947;icecat_9947;0;numerical;"Outer diameter (D1)";;mm
31537;icecat_31537;0;numerical;"Balance cells";;
5426;icecat_5426;0;numerical;"RF output impedance";;Ω
29489;icecat_29489;0;dropdown;"Pizza peel material";;
14254;icecat_14254;0;;"Digital concert hall";;
2572;icecat_2572;0;text;"Maximum port bandwidth";"Description of the maximum port bandwidth for the product";
12754;icecat_12754;0;;"Sterilizing compatible";;
21607;icecat_21607;0;y_n;"Time to destination calculation";;
31532;icecat_31532;0;multi_dropdown;"Outsole brand specific features";;
14645;icecat_14645;0;dropdown;"Whistle type";;
2801;icecat_2801;0;text;"Battery life (measurements)";;
12960;icecat_12960;0;;"Vertical resolution standard";;
24607;icecat_24607;0;numerical;"Delta temperature (min)";;°C
31384;icecat_31384;0;numerical;"Mincer plate 3 holes diameter";;mm
2822;icecat_2822;0;dropdown;"Number of COM connectors";;
22457;icecat_22457;0;y_n;"Bubble blowing pipe";;
557;icecat_557;0;text;"Supported network protocols";"Network protocols tested as compatible with this product e.g. FTP,HTML, POP.";
14380;icecat_14380;0;;"Still image size (17M, 5472 x 3080)";;
17016;icecat_17016;0;numerical;"Mousseur height";;mm
4401;icecat_4401;0;text;Stirrer;;
492;icecat_492;0;numerical;"Fax speed (A4)";;sec/page
8360;icecat_8360;0;multi_dropdown;"Ice cream type";"The type of ice cream e.g. different flavours, different consistencies.";
24917;icecat_24917;0;dropdown;"Sealing ring material";;
12407;icecat_12407;0;;"Small bowl";;pc(s)
31505;icecat_31505;0;numerical;"Front mat weight";;g
445;icecat_445;0;numerical;"Power consumption (typical)";"Amount of power consumed by this model, often expressed in watts (W). Typical values that manufacturers give are power consumption when off, standby/suspended mode, typical use, maximum usage.";W
6068;icecat_6068;0;text;"Page yield identifier";;
16245;icecat_16245;0;;"Compatible with Skype HD camera";;
15224;icecat_15224;0;text;"Font height";;mm
26661;icecat_26661;0;multi_dropdown;"Indoor unit housing material";;
4608;icecat_4608;0;y_n;Chromed;;
1713;icecat_1713;0;numerical;"Standard output capacity for transparancies";;sheets
23350;icecat_23350;0;y_n;"Both sides printable";;
883;icecat_883;0;text;"PC Card dialing/receiving";;
3653;icecat_3653;0;numerical;"Roll external diameter";"Maximum external diameter of a standard media roll.";mm
29327;icecat_29327;0;y_n;"Wireless synchronization";;
16219;icecat_16219;0;;"Set dimensions (with stand) (WxHxD)";;mm
12803;icecat_12803;0;;"Safety control functions";;
12847;icecat_12847;0;;"Body attachment (4cm2)";;
26318;icecat_26318;0;y_n;Coverslips;;
9236;icecat_9236;0;numerical;"Number of CCDs";;
7513;icecat_7513;0;text;"Shaft length (imperial)";;""""
12155;icecat_12155;0;;"Detachable parts";;
15360;icecat_15360;0;y_n;"Activator spray";;
7118;icecat_7118;0;numerical;Volume;;cm³
900;icecat_900;0;text;Compartments;;
25071;icecat_25071;0;y_n;"Musical instruments learning";;
3270;icecat_3270;0;numerical;"Minimum RAM (client computer)";;MB
29472;icecat_29472;0;y_n;"Diameter graduation";;
28467;icecat_28467;0;y_n;"Not suitable for porous surfaces";;
2949;icecat_2949;0;y_n;"Combination locks";;
2152;icecat_2152;0;numerical;"Larger master carton bar-code";;
13249;icecat_13249;0;;"Number of guide combs included";;
13739;icecat_13739;0;y_n;"Wide angle lens system";;
10861;icecat_10861;0;y_n;"Cot tidy included";;
19806;icecat_19806;0;;"Timer duration";;
23218;icecat_23218;0;y_n;"Interior straps";;
22360;icecat_22360;0;dropdown;"Receiver local keyboard/mouse port type";;
22333;icecat_22333;0;y_n;"Reinforced cord";;
17932;icecat_17932;0;y_n;"Toy bar";;
30478;icecat_30478;0;y_n;"Pet lead included";;
22286;icecat_22286;0;y_n;"Automatic simplification of fractions";;
10908;icecat_10908;0;numerical;"Maximum width";;mm
13188;icecat_13188;0;;"Eye protection";;
10732;icecat_10732;0;dropdown;"Networking cable category";;
8199;icecat_8199;0;multi_dropdown;"Wire cutting types supported";"The product includes a wire cutter, which is a tool used for cutting wire.";
26438;icecat_26438;0;y_n;"Buckle pad included";;
22955;icecat_22955;0;multi_dropdown;"Kitchenware included";;
20754;icecat_20754;0;;"Length and colour";;
23024;icecat_23024;0;numerical;"Minimum Lift Off Distance (LOD)";;mm
810;icecat_810;0;numerical;"Print margin right (A4)";;mm
14583;icecat_14583;0;;"Front speaker quantity";;
3896;icecat_3896;0;dropdown;"Standard e-series brush head";;
28624;icecat_28624;0;y_n;"Clamps included";;
22380;icecat_22380;0;y_n;"Fault tolerance";;
20083;icecat_20083;0;;"S/PDIF coaxial";;
4657;icecat_4657;0;numerical;"Continuous steam performance";;g/min
8276;icecat_8276;0;dropdown;"Power current type";;
11831;icecat_11831;0;;"Headphones weight";;g
8038;icecat_8038;0;numerical;"Bezel width (side)";;mm
23439;icecat_23439;0;numerical;"LLMF HF 2000h rated";;%
16529;icecat_16529;0;;"Optical priority";;
10837;icecat_10837;0;numerical;"Radiator depth";;mm
4660;icecat_4660;0;y_n;"Cooks a variety of rice";;
660;icecat_660;0;text;"Scan speed (black, normal quality)";;
6092;icecat_6092;0;numerical;"CPU multiplier (bus/core ratio)";;
12987;icecat_12987;0;;WBCV;;mV
726;icecat_726;0;numerical;"Backup rate native performance";;GB/h
20393;icecat_20393;0;;Pre-mounted;;
12571;icecat_12571;0;;"Lint pad included";;
28867;icecat_28867;0;numerical;"Head volume";;cm³
28786;icecat_28786;0;numerical;"Number of tension springs";;
11971;icecat_11971;0;;"Replacement filter for";;
23855;icecat_23855;0;y_n;"Suitable for waterproof makeup";;
678;icecat_678;0;text;"Supported TCP/IP Operating Systems";;
30244;icecat_30244;0;y_n;"Up top tool";;
12879;icecat_12879;0;;"Filters out formaldehyde";;
28609;icecat_28609;0;numerical;"Number of cleaning cycles";;
15827;icecat_15827;0;;"VAIO international repair service";;
15782;icecat_15782;0;numerical;"Viewable screen height (H)";"The distance from top to bottom (vertical) of the part of the screen which shows the image.";mm
10868;icecat_10868;0;dropdown;"Bed sheet material";;
21269;icecat_21269;0;numerical;"Maximum load capacity";;pc(s)
16369;icecat_16369;0;dropdown;"Hob input frequency";;Hz
28102;icecat_28102;0;numerical;"height (outtraffics)";"height (outtraffics)";mm
28271;icecat_28271;0;y_n;Pest-resistant;;
724;icecat_724;0;text;"Maximum input capacity for labels";;
27131;icecat_27131;0;y_n;"Suitable for leather";;
17535;icecat_17535;0;y_n;"Toothpick dispenser";;
15432;icecat_15432;0;;"FreshEver zone";;
27318;icecat_27318;0;dropdown;"Cuff style";;
8211;icecat_8211;0;numerical;"Blade thickness";;mm
23264;icecat_23264;0;numerical;"Number of pastel pencils included";;
9690;icecat_9690;0;y_n;"ID pocket";;
29493;icecat_29493;0;numerical;"Dispersion pattern";;°
15800;icecat_15800;0;numerical;"Number of magnetometer axis";;
23278;icecat_23278;0;y_n;"Fingering chart";;
19793;icecat_19793;0;;"Number of films";;
26460;icecat_26460;0;y_n;"Auto wake/sleep function";;
6026;icecat_6026;0;text;"IOPS maximum note";;
28260;icecat_28260;0;y_n;"Colour changing ink";;
24896;icecat_24896;0;numerical;"Body scrub volume";;ml
30692;icecat_30692;0;y_n;"3D noise reduction (3DNR)";;
29435;icecat_29435;0;y_n;"HDBaseT certified";;
13945;icecat_13945;0;;"Angle viewer";;
30509;icecat_30509;0;y_n;"Anatomical shape";;
23966;icecat_23966;0;multi_dropdown;"Drum colour";;
10503;icecat_10503;0;y_n;"MP3 playback from CD or USB";"Your TomTom device supports music in MP3 format - just insert a CD or connect a USB key and you can bring your entire music library with you.";
20542;icecat_20542;0;y_n;"Kettle included";;
14644;icecat_14644;0;y_n;Whistle;"Instrument used to produce a shrill, high-pitched sound, especially for giving a signal.";
9572;icecat_9572;0;numerical;"Minimum number of players";;
20868;icecat_20868;0;dropdown;QA_test.add;;
2507;icecat_2507;0;textarea;"Compatible operating systems";"List of desktop operating systems tested as compatible with this product.";
13958;icecat_13958;0;;"Panel alignment";;
13707;icecat_13707;0;y_n;"Waste tank";;
27869;icecat_27869;0;numerical;"Number of tone colours";;
24830;icecat_24830;0;y_n;"Removable tip";;
30271;icecat_30271;0;3d;"Light switch dimensions (WxDxH)";;mm
9903;icecat_9903;0;numerical;"Minimum air pressure";;mmH2O
14404;icecat_14404;0;;"VC Camera and micropohone";;
26216;icecat_26216;0;numerical;"Minimum print length";;mm
15682;icecat_15682;0;;"Smart Content Manager";;
28133;icecat_28133;0;numerical;"Suitable for joint width (min)";;mm
2269;icecat_2269;0;numerical;"Archival storage life";"Length of time data can be stored safely on the media";year(s)
5040;icecat_5040;0;text;"Cutter block HP replacement";;
4177;icecat_4177;0;y_n;"Video playback";"Capability of video files playback.";
31352;icecat_31352;0;dropdown;"Shoulder strap material";;
8564;icecat_8564;0;numerical;"Print speed (15x20 cm)";;s
10928;icecat_10928;0;y_n;"Microphone holder";;
27911;icecat_27911;0;numerical;"Sand weight (max)";;kg
2210;icecat_2210;0;text;"Centre speaker";;
21836;icecat_21836;0;numerical;"Maximum memory";;GB
26580;icecat_26580;0;dropdown;"Accommodation type";;
30080;icecat_30080;0;dropdown;"Board size";;
6330;icecat_6330;0;text;"Relaxation lamps";;
27375;icecat_27375;0;y_n;Motor;;
18262;icecat_18262;0;y_n;"Magnetic sensor";;
20856;icecat_20856;0;numerical;"Number of analog I/O pins";;
29412;icecat_29412;0;multi_dropdown;"Text alignment";;
30881;icecat_30881;0;y_n;"Flexible paint film";;
4821;icecat_4821;0;numerical;"Pallet number of pieces per layer";;pc(s)
15774;icecat_15774;0;;"RDS-EON Function";;
10328;icecat_10328;0;numerical;"Number of QPI links";;
2639;icecat_2639;0;numerical;"Interior capacity";"The amount that can be stored inside.";L
25178;icecat_25178;0;numerical;"Output current (max)";;A
25723;icecat_25723;0;y_n;"PTFE coating";;
17499;icecat_17499;0;y_n;"Built-in condensate drainage";;
27802;icecat_27802;0;y_n;MIMO;;
9952;icecat_9952;0;numerical;"Maximum pizza diameter";;cm
6519;icecat_6519;0;numerical;"Grounding cord length";;m
22283;icecat_22283;0;multi_dropdown;"Symbolic notation";;
7656;icecat_7656;0;range;"Input current range";;mA
31512;icecat_31512;0;y_n;"Headrest cover included";;
7254;icecat_7254;0;numerical;"Keypad number of keys";;
10545;icecat_10545;0;numerical;"Changeover time (max)";;s
27299;icecat_27299;0;y_n;"Molded cups";;
8041;icecat_8041;0;multi_dropdown;"Image editing";;
28364;icecat_28364;0;numerical;"Number of refills";;
8308;icecat_8308;0;numerical;"Acoustic amplification";;dB
25614;icecat_25614;0;multi_dropdown;"Ink colours";;
20302;icecat_20302;0;;"Capacity (80 g/m2)";;sheets
21068;icecat_21068;0;y_n;"Water-resistant pocket";;
21951;icecat_21951;0;y_n;"MAC address auto-aging supported";;
13292;icecat_13292;0;;"Virus removal";;%
1880;icecat_1880;0;text;"Services (supportpack)";;
1683;icecat_1683;0;text;"Dimensions with trays up";;
7021;icecat_7021;0;numerical;"Maximum memory card size";"The maximum size of memory card that can be used with this device.";GB
10333;icecat_10333;0;y_n;"Intel Server Management Software";;
12361;icecat_12361;0;;"Feeding bibs";;pc(s)
26446;icecat_26446;0;numerical;"Canopy height";;mm
6267;icecat_6267;0;y_n;"IPMI 2.0 slot";;
7309;icecat_7309;0;numerical;"Read rate (max)";;reads/s
16363;icecat_16363;0;y_n;"Hob auto power off";;
26176;icecat_26176;0;numerical;"Repurchase period";;month(s)
19039;icecat_19039;0;;"Weight brush head packaging";;g
2241;icecat_2241;0;y_n;"Digital tuner";;
3784;icecat_3784;0;y_n;"Track-at-once (TAO)";;
4035;icecat_4035;0;text;"Travel case";;
21555;icecat_21555;0;range;"Sunlight measurement range";;lx
20547;icecat_20547;0;y_n;"Mixer included";;
22566;icecat_22566;0;numerical;"Label height";;mm
25127;icecat_25127;0;numerical;"Lead length";;mm
11541;icecat_11541;0;y_n;"Clamp included";;
14331;icecat_14331;0;;"Virtual Speaker Mode (Headphone)";;
12603;icecat_12603;0;;"Set dimensions (WxHxD)";;mm
28371;icecat_28371;0;range;"Range of spray";;m
17516;icecat_17516;0;;"Suitable for orientation lighting";;
2243;icecat_2243;0;text;"Auto document feeder: supported media types and capacity";;
10380;icecat_10380;0;y_n;"NVIDIA Optimus technology";;
21600;icecat_21600;0;dropdown;"Scissors handle geometry";;
8065;icecat_8065;0;y_n;"Lens hood";;
26397;icecat_26397;0;y_n;"Pulse-width modulation (PWM) support";;
29509;icecat_29509;0;numerical;"FM Total Harmonic Distortion (THD)";;%
23660;icecat_23660;0;numerical;"Angle adjustment";;°
3737;icecat_3737;0;text;"Manual focusing range (tele)";;m
10342;icecat_10342;0;numerical;"Maximum welding current";;A
11301;icecat_11301;0;y_n;"Target weight analysis";;
6888;icecat_6888;0;text;"Prison mode";;
11704;icecat_11704;0;numerical;"Number of toddler spoons included";;
13613;icecat_13613;0;dropdown;"Coffee maker type";"The type of coffee maker e.g. manual, fully-auto.";
2565;icecat_2565;0;numerical;"Cordless operation";;min
2348;icecat_2348;0;numerical;"Cutting capacity";;mm
8952;icecat_8952;0;numerical;"Maximum RAM supported";;GB
7838;icecat_7838;0;numerical;"Central office loop limit";;Ω
3008;icecat_3008;0;text;Retentivity;;
10408;icecat_10408;0;numerical;"Minimum working area diagonal (16:10)";;""""
29407;icecat_29407;0;y_n;"Secondary fermenter";;
20563;icecat_20563;0;numerical;"Toaster weight";;g
19502;icecat_19502;0;;"Number of rechargeable batteries";;
30586;icecat_30586;0;multi_dropdown;"Cookie stamp colour";;
22892;icecat_22892;0;y_n;"Tongs included";;
20546;icecat_20546;0;y_n;"Egg cooker included";;
21102;icecat_21102;0;text;"Median useful life L70B50";;
16748;icecat_16748;0;;"Metal telescopic tube";;
29711;icecat_29711;0;y_n;"Weekend mode";;
1322;icecat_1322;0;text;"PCI Card telephone features";;
13927;icecat_13927;0;;"Parking control";;
2620;icecat_2620;0;y_n;"Automatic cord rewinder";;
6691;icecat_6691;0;y_n;"Vari-angle LCD display";;
24374;icecat_24374;0;;"Still image mode";;
19590;icecat_19590;0;;"Detachable DC cord";;
19349;icecat_19349;0;;"Trickle charging";;
15657;icecat_15657;0;;"PicoPix TV station";;
12886;icecat_12886;0;;"Whitening benefits";;
16388;icecat_16388;0;numerical;"Hob package height";;mm
9225;icecat_9225;0;y_n;"Variable crust browning control";;
14106;icecat_14106;0;;"CD lock mode";;
23588;icecat_23588;0;numerical;"Freezer installation compartment width";;mm
14045;icecat_14045;0;;"Battery box included";;
20841;icecat_20841;0;numerical;"Distance between mounting holes";;mm
21896;icecat_21896;0;y_n;"PCI Express x16 dual x8/x8 mode";;
9849;icecat_9849;0;numerical;"Heating airflow (indoor unit)";;m³/h
24972;icecat_24972;0;multi_dropdown;"Timer modes";;
5926;icecat_5926;0;text;"Print speed (colour image, normal quality, glossy paper)";;
15408;icecat_15408;0;numerical;"Number of short eyelash extensions";"The amount of short eyelash extensions in the product.";pc(s)
7796;icecat_7796;0;numerical;"Number of eyelets";;
18492;icecat_18492;0;;"Optical cable";;
27477;icecat_27477;0;numerical;"Knife 3 blade length";;mm
5137;icecat_5137;0;y_n;"Voice and video mute";;
24456;icecat_24456;0;;"Smart accessory terminal 2";;
29940;icecat_29940;0;numerical;"Number of functions (oven 3)";;
3545;icecat_3545;0;2d;"Display character size";;mm
21423;icecat_21423;0;y_n;"Chlorofluorocarbon (CFC) free";;
7283;icecat_7283;0;numerical;"Talk time (3G)";"The time a 3G cell/mobile phone  with a fully-charged battery is expected to last under perfect conditions.";h
15888;icecat_15888;0;;"LPF / HPF";;
28378;icecat_28378;0;numerical;"Crude protein (min)";;%
20254;icecat_20254;0;;"Cable thickness";;mm
1811;icecat_1811;0;multi_dropdown;"Printing sizes";;cm
22050;icecat_22050;0;numerical;"Number of humidification levels";;
3109;icecat_3109;0;numerical;"Minimal distance from hob";;cm
14566;icecat_14566;0;y_n;"Cooking function";;
8456;icecat_8456;0;3d;"Center speaker dimensions (WxDxH)";;mm
15169;icecat_15169;0;;"Fixed Ultrabay Enhanced";;
31153;icecat_31153;0;numerical;"Number of sushi sauce dishes included";;
30532;icecat_30532;0;numerical;"Snout length";;mm
30138;icecat_30138;0;y_n;"Integrated sun visor";;
11379;icecat_11379;0;numerical;"Processor frequency";"The speed that the microprocessor executes each instruction or each vibration of the clock. The CPU requires a fixed number of clock ticks, or cycles, to execute each instruction. The faster the clocks rate, the faster the CPU, or the faster it can execute instructions. Clock Speeds are usually determined in MHz, 1 MHz representing 1 million cycles per second, or in GHz, 1 GHz representing 1 thousand million cycles per second. The higher the CPU speed, the better a computer will perform.";GHz
25507;icecat_25507;0;y_n;"Cup included";;
25618;icecat_25618;0;dropdown;"Thread colour";;
31255;icecat_31255;0;numerical;"Maximum number of bindings per hour";;
21067;icecat_21067;0;numerical;"Inseam length";;mm
23590;icecat_23590;0;numerical;"Freezer installation compartment height";;mm
17425;icecat_17425;0;;"Connector 2 ferrules";;
30373;icecat_30373;0;numerical;"Interface module DVI-D ports quantity";;
27717;icecat_27717;0;multi_dropdown;"Reinforced area";;
2637;icecat_2637;0;y_n;"Removable crumb tray";;
24216;icecat_24216;0;text;"Ultrasonic sensor interface";;
6047;icecat_6047;0;text;"Media thickness minimum (imperial)";;
6241;icecat_6241;0;text;"Windows code pages supported";;
6488;icecat_6488;0;text;"Weight (max)";;kg
15641;icecat_15641;0;;"Remote User Interface (RUI)";;
30230;icecat_30230;0;numerical;"Distance to the wall";;mm
15133;icecat_15133;0;;"EZ View";;
22934;icecat_22934;0;y_n;"Filter pump included";;
3941;icecat_3941;0;y_n;"Flexible hose";;
18270;icecat_18270;0;;"Pull switch";;
3867;icecat_3867;0;y_n;"Charger base with brush head storage pins";;
27914;icecat_27914;0;dropdown;"Refill material";;
24782;icecat_24782;0;numerical;"MW antenna port";;
19817;icecat_19817;0;;"Extra information";;
22196;icecat_22196;0;y_n;"Adaptive Dimming Backlight";;
14719;icecat_14719;0;text;"Knife holder type";;
645;icecat_645;0;text;"NO LABEL";;
28432;icecat_28432;0;numerical;"Outlet spout diameter (max)";;mm
